"","event_id","Datetime","PhysicalDataID","Station","Date","YSI","Time","WeatherCode","Tide","MicrocystisVisualRank","WaterTemperature","Secchi","Conductivity","SpCnd","pH","DO","Turbidity","FlowDirection","VegetationRank","FieldComments_WQ","DataCorrectionComments","SamplingAltered","MeshSize","Year","Month","MonthAbb","Flag_PQC","Comment_PQC","InvertDataID","ConditionCode","SetTime","FlowMeterStart","FlowMeterEnd","FlowMeterSpeed","FieldComments","InvertCode","SampleVolume","InvertCatchID","OrganismID","Count","Category","TaxonName","TaxonRank","CommonName","TotalCount","LifeStage","SubsampleNumber","Dilution Volume","SlideCount","wet_mass","dry_mass","LabComments","condition","Flag_SAMP","Comment_SAMP","Flag_LAB","Comment_LAB"
"14","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,642,36,3,"Aquatic Insects","Ephydridae","Family","Ephydridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"15","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,643,77,2,"Aquatic Non-Insects","Hygrobatidae","Family","Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"16","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,644,68,7,"Terrestrial Non-Insects","Collembola","Order","Collembola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"17","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,645,64,2,"Terrestrial Insects","Diptera","Order","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"18","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,646,66,9,"Terrestrial Insects","Hymenoptera","Order","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"19","SHR_1998-02-03 09:13:00",1998-02-03 09:13:00,93,"SHR",1998-02-03,NA,09:13:00,"RAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,107,NA,36,NA,NA,"Regular","No meter values on datasheet","1-203",NA,647,58,1,"Terrestrial Non-Insects","Araneida","Suborder","Araneida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"20","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,648,23,1,"Aquatic Non-Insects","Dorylaimidae","Family","Dorylaimidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"21","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,649,4,60,"Aquatic Non-Insects","Naididae","Family","Naididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"22","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,650,5,4,"Aquatic Non-Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"23","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,651,2,2,"Aquatic Non-Insects","Enchytraeidae","Family","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"24","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,652,90,1,"Aquatic Non-Insects","Glossoscolecidae","Family","Glossoscolecidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"25","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,653,91,1,"Aquatic Non-Insects","Erpobdellidae","Family","Erpobdellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"26","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,654,14,8,"Aquatic Non-Insects","Cyprididae","Family","Cyprididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"27","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,655,9,11,"Aquatic Non-Insects","Corophiidae","Family","Corophiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"28","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,656,10,3,"Aquatic Non-Insects","Crangonyctidae","Family","Crangonyctidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"29","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,657,11,1,"Aquatic Non-Insects","Gammaridae","Family","Gammaridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"30","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,658,41,5,"Aquatic Insects","Baetidae","Family","Baetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"31","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,659,40,7,"Aquatic Insects","Caenidae","Family","Caenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"32","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,660,42,1,"Aquatic Insects","Ephemerellidae","Family","Ephemerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"33","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,661,46,3,"Aquatic Insects","Coenagrionidae","Family","Coenagrionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"34","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,662,92,2,"Aquatic Insects","Aeshnidae","Family","Aeshnidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"35","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,663,93,1,"Aquatic Insects","Capniidae","Family","Capniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"36","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,664,32,3,"Aquatic Insects","Ceratopogonidae","Family","Ceratopogonidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"37","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,665,34,20,"Aquatic Insects","Chironomidae","Family","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"38","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,666,38,2,"Aquatic Insects","Simuliidae","Family","Simuliidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"39","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,667,36,1,"Aquatic Insects","Ephydridae","Family","Ephydridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"40","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,668,77,1,"Aquatic Non-Insects","Hygrobatidae","Family","Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"41","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,669,94,1,"Aquatic Non-Insects","Unionicolidae","Family","Unionicolidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"42","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,670,19,1,"Aquatic Non-Insects","Corbiculidae","Family","Corbiculidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"43","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,671,59,1,"Terrestrial Non-Insects","Geophilomorpha","Order","Geophilomorpha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"44","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,672,61,1,"Terrestrial Non-Insects","Isopoda","Order","Isopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"45","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,673,68,14,"Terrestrial Non-Insects","Collembola","Order","Collembola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"46","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,674,73,1,"Terrestrial Insects","Lepidoptera","Order","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"47","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,675,63,2,"Terrestrial Insects","Coleoptera","Order","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"48","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,676,64,1,"Terrestrial Insects","Diptera","Order","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"49","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,677,66,19,"Terrestrial Insects","Hymenoptera","Order","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"50","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,678,57,4,"Terrestrial Non-Insects","Acari","Subclass","Acari",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"51","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,679,58,1,"Terrestrial Non-Insects","Araneida","Suborder","Araneida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"52","SHR_1998-02-04 10:30:00",1998-02-04 10:30:00,94,"SHR",1998-02-04,NA,10:30:00,"CLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,"Feb",NA,NA,108,NA,30,294066,341697,"Regular","Extapolated counts to 30 minutes ~341697","1-204",156.71,680,75,1,"Terrestrial Non-Insects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"53","SHR_1998-03-25 09:27:00",1998-03-25 09:27:00,101,"SHR",1998-03-25,NA,09:27:00,"CLD",NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,"Mar",NA,NA,115,NA,30,352222,358607,"Regular","Flow meter may have been inside net","1-325",21.01,748,4,16,"Aquatic Non-Insects","Naididae","Family","Naididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"54","SHR_1998-03-25 09:27:00",1998-03-25 09:27:00,101,"SHR",1998-03-25,NA,09:27:00,"CLD",NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,"Mar",NA,NA,115,NA,30,352222,358607,"Regular","Flow meter may have been inside net","1-325",21.01,749,2,2,"Aquatic Non-Insects","Enchytraeidae","Family","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"55","SHR_1998-03-25 09:27:00",1998-03-25 09:27:00,101,"SHR",1998-03-25,NA,09:27:00,"CLD",NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,"Mar",NA,NA,115,NA,30,352222,358607,"Regular","Flow meter may have been inside net","1-325",21.01,750,9,1,"Aquatic Non-Insects","Corophiidae","Family","Corophiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"56","SHR_1998-03-25 09:27:00",1998-03-25 09:27:00,101,"SHR",1998-03-25,NA,09:27:00,"CLD",NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,"Mar",NA,NA,115,NA,30,352222,358607,"Regular","Flow meter may have been inside net","1-325",21.01,751,10,1,"Aquatic Non-Insects","Crangonyctidae","Family","Crangonyctidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"57","SHR_1998-03-25 09:27:00",1998-03-25 09:27:00,101,"SHR",1998-03-25,NA,09:27:00,"CLD",NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,"Mar",NA,NA,115,NA,30,352222,358607,"Regular","Flow meter may have been inside net","1-325",21.01,752,40,1,"Aquatic Insects","Caenidae","Family","Caenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
