,event_id,Datetime,PhysicalDataID,Station,Date,YSI,Time,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,FlowDirection,VegetationRank,FieldComments_WQ,DataCorrectionComments,SamplingAltered,MeshSize,Year,Month,MonthAbb,Flag_PQC,Comment_PQC,InvertDataID,ConditionCode,SetTime,FlowMeterStart,FlowMeterEnd,FlowMeterSpeed,FieldComments,InvertCode,SampleVolume,InvertCatchID,OrganismID,Count,Classification,Order,Family,Larvae,Pupae,Nymphs,Emergents,Adults,NA,SampleID,Attribute,TaxonName,Category,LifeStage,wet_mass,dry_mass,LabComments,condition,SubsampleNumber,Dilution Volume,SlideCount,Flag_SAMP,Comment_SAMP,Flag_LAB,Comment_LAB
11,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,639,34,88,Insect,Diptera,Chironomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
12,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,640,49,1,Insect,Diptera,Culicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
13,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,641,38,1,Insect,Diptera,Simulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
14,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,642,36,3,Insect,Diptera,Ephydridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
15,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,643,77,2,Other Aquatic,Hydrachnida,Hygrobatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
16,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,644,68,7,Terrestrial,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
17,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,645,64,2,Terrestrial,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
18,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,646,66,9,Terrestrial,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
19,SHR_1998-02-03 09:13:00,2/3/1998 9:13,93,SHR,2/3/1998,NA,9:13:00,RAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,107,NA,36,NA,NA,Regular,No meter values on datasheet,1-203,NA,647,58,1,Terrestrial,Araneida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FMMISSING,,
20,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,648,23,1,Other Aquatic,NA,Dorylaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
21,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,649,4,60,Other Aquatic,NA,Naididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
22,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,650,5,4,Other Aquatic,NA,Tubificidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
23,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,651,2,2,Other Aquatic,NA,Enchytraeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
24,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,652,90,1,Other Aquatic,NA,Glossoscolecidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
25,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,653,91,1,Other Aquatic,NA,Erpobdellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
26,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,654,14,8,Zooplankton,Ostracoda,Cypridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
27,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,655,9,11,Zooplankton,Amphipoda,Corophiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
28,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,656,10,3,Zooplankton,Amphipoda,Crangonyctidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
29,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,657,11,1,Zooplankton,Amphipoda,Gammeridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
30,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,658,41,5,Insect,Ephemeroptera,Baetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
31,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,659,40,7,Insect,Ephemeroptera,Caenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
32,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,660,42,1,Insect,Ephemeroptera,Ephemerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
33,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,661,46,3,Insect,Odonata,Coenagrionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
34,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,662,92,2,Insect,Odonata,Aeshnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
35,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,663,93,1,Insect,Plecoptera,Capniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
36,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,664,32,3,Insect,Diptera,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
37,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,665,34,20,Insect,Diptera,Chironomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
38,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,666,38,2,Insect,Diptera,Simulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
39,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,667,36,1,Insect,Diptera,Ephydridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
40,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,668,77,1,Other Aquatic,Hydrachnida,Hygrobatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
41,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,669,94,1,Other Aquatic,Hydrachnida,Unionicolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
42,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,670,19,1,Other Aquatic,Hydrachnida,Corbiculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
43,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,671,59,1,Terrestrial,Geophilomorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
44,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,672,61,1,Terrestrial,Isopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
45,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,673,68,14,Terrestrial,Collembola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
46,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,674,73,1,Terrestrial,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
47,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,675,63,2,Terrestrial,Coleoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
48,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,676,64,1,Terrestrial,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
49,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,677,66,19,Terrestrial,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
50,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,678,57,4,Terrestrial,Acarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
51,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,679,58,1,Terrestrial,Araneida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
52,SHR_1998-02-04 10:30:00,2/4/1998 10:30,94,SHR,2/4/1998,NA,10:30:00,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,Feb,NA,NA,108,NA,30,294066,341697,Regular,Extapolated counts to 30 minutes ~341697,1-204,156.71,680,75,1,Terrestrial,Phalangida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SAMP,,
53,SHR_1998-03-25 09:27:00,3/25/1998 9:27,101,SHR,3/25/1998,NA,9:27:00,CLD,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,Mar,NA,NA,115,NA,30,352222,358607,Regular,Flow meter may have been inside net,1-325,21.01,748,4,16,Other Aquatic,NA,Naididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
54,SHR_1998-03-25 09:27:00,3/25/1998 9:27,101,SHR,3/25/1998,NA,9:27:00,CLD,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,Mar,NA,NA,115,NA,30,352222,358607,Regular,Flow meter may have been inside net,1-325,21.01,749,2,2,Other Aquatic,NA,Enchytraeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
