,event_id,Datetime,Date,Time,PhysicalDataID,Station,YSI,WeatherCode,Tide,FlowDirection,ConditionCode,VegetationRank,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,MeterSetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,TowLocation,SampleVolume,FieldComments_WQ,DataCorrectionComments,SamplingAltered,MeshSize,Year,Month,MonthAbb,Flag_PQC,Comment_PQC,LarvalDataID,FieldComments,LarvalCatchID,SpeciesCode,Stage,TL,FL,Count,LabComments,CommonName,ScientificName,TotalCountSpecies,LifeStage,LarvalLifeStage,CountIndividual,Flag_SAMP,Comment_SAMP,Flag_LAB,Comment_LAB
22,SHR_1999-03-25 07:56:00,3/25/1999 7:56,3/25/1999,7:56:00,46,SHR,NA,CLR,NA,NA,1,NA,NA,11,0.38,NA,NA,NA,NA,NA,10,Regular,284908,291989,Center,55.59,NA,NA,NA,NA,1999,3,Mar,NA,NA,70,SHRL 012,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
23,STTD_1999-03-25 09:49:00,3/25/1999 9:49,3/25/1999,9:49:00,10,STTD,NA,CLD,NA,NA,NA,NA,NA,13.9,0.17,NA,NA,NA,NA,NA,10,Regular,291968,298777,Center,53.45,NA,NA,NA,NA,1999,3,Mar,NA,NA,89,STTDL 012,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
24,SHR_1999-03-31 07:55:00,3/31/1999 7:55,3/31/1999,7:55:00,47,SHR,NA,CLR,NA,NA,1,NA,NA,11.7,0.26,NA,NA,NA,NA,NA,10,Regular,298753,304439,Center,44.64,NA,NA,NA,NA,1999,3,Mar,NA,NA,69,SHRL 013,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
25,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,156,PRS,L,NA,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,,,,
26,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,157,C,Y,6,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
27,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,158,POM,L,NA,NA,2,larva,Unid Crappie,Pomoxis spp,NA,NA,NA,NA,,,1,LAB
28,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,159,SASU,L,NA,NA,2,NA,Sacramento Sucker,Catostomus occidentalis,NA,NA,NA,NA,,,,
29,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2650,C,Y,6.300000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
30,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2651,C,Y,6.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
31,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2652,C,Y,6.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
32,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2653,C,Y,6.400000095,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
33,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2654,C,Y,5.900000095,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
34,STTD_1999-03-31 09:45:00,3/31/1999 9:45,3/31/1999,9:45:00,30,STTD,NA,CLR,NA,NA,1,NA,NA,11.7,0.16,NA,NA,NA,NA,NA,10,Regular,304434,330920,Center,207.92,NA,NA,NA,NA,1999,3,Mar,NA,NA,4,STTDL 013,2655,C,Y,6.300000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
35,SHR_1999-04-01 07:49:00,4/1/1999 7:49,4/1/1999,7:49:00,48,SHR,NA,CLR,NA,NA,1,NA,NA,11.7,0.3,NA,NA,NA,NA,NA,10,Regular,330931,336729,Center,45.51,NA,NA,NA,NA,1999,4,Apr,NA,NA,68,SHRL 014,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
36,STTD_1999-04-01 09:28:00,4/1/1999 9:28,4/1/1999,9:28:00,31,STTD,NA,CLR,NA,NA,NA,NA,NA,12.2,0.17,NA,NA,NA,NA,NA,10,Regular,336720,361994,Center,198.4,NA,NA,NA,NA,1999,4,Apr,NA,NA,82,STTDL 014,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
37,SHR_1999-04-06 07:52:00,4/6/1999 7:52,4/6/1999,7:52:00,49,SHR,NA,CLR,NA,NA,1,NA,NA,11.1,0.41,NA,NA,NA,NA,NA,10,Regular,361975,366552,Center,36,NA,NA,NA,NA,1999,4,Apr,NA,NA,5,SHRL 015,13,PRS,L,NA,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,,,,
38,STTD_1999-04-06 09:35:00,4/6/1999 9:35,4/6/1999,9:35:00,11,STTD,NA,CLD,NA,NA,NA,NA,NA,10,0.13,NA,NA,NA,NA,NA,10,Regular,366570,382257,Center,123,NA,NA,NA,NA,1999,4,Apr,NA,NA,6,STTDL 015,14,C,L,7,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
39,SHR_1999-04-08 08:00:00,4/8/1999 8:00,4/8/1999,8:00:00,54,SHR,NA,RAN,NA,NA,1,NA,NA,NA,0.53,NA,NA,NA,NA,NA,10,Regular,382274,387712,Center,42.69,NA,NA,NA,NA,1999,4,Apr,NA,NA,67,SHRL 016,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
40,STTD_1999-04-08 10:00:00,4/8/1999 10:00,4/8/1999,10:00:00,12,STTD,NA,CLD,NA,NA,NA,NA,NA,12.2,0.18,NA,NA,NA,NA,NA,10,Regular,387745,400564,Center,100.63,NA,NA,NA,NA,1999,4,Apr,NA,NA,88,STTDL 016,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
41,SHR_1999-04-14 07:45:00,4/14/1999 7:45,4/14/1999,7:45:00,35,SHR,NA,NA,NA,NA,1,NA,NA,13.3,0.22,NA,NA,NA,NA,NA,10,Regular,400580,405961,Center,42.24,NA,NA,NA,NA,1999,4,Apr,NA,NA,79,SHRL 017,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
42,STTD_1999-04-14 09:22:00,4/14/1999 9:22,4/14/1999,9:22:00,32,STTD,NA,CLR,NA,NA,NA,NA,NA,17.2,0.16,NA,NA,NA,NA,NA,10,Regular,405980,427611,Center,170,NA,NA,NA,NA,1999,4,Apr,NA,NA,7,STTDL 017,15,C,Y,6.900000095,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
43,STTD_1999-04-14 09:22:00,4/14/1999 9:22,4/14/1999,9:22:00,32,STTD,NA,CLR,NA,NA,NA,NA,NA,17.2,0.16,NA,NA,NA,NA,NA,10,Regular,405980,427611,Center,170,NA,NA,NA,NA,1999,4,Apr,NA,NA,7,STTDL 017,16,SASU,L,NA,NA,2,NA,Sacramento Sucker,Catostomus occidentalis,NA,NA,NA,NA,,,,
44,STTD_1999-04-14 09:22:00,4/14/1999 9:22,4/14/1999,9:22:00,32,STTD,NA,CLR,NA,NA,NA,NA,NA,17.2,0.16,NA,NA,NA,NA,NA,10,Regular,405980,427611,Center,170,NA,NA,NA,NA,1999,4,Apr,NA,NA,7,STTDL 017,17,POM,L,NA,NA,1,NA,Unid Crappie,Pomoxis spp,NA,NA,NA,NA,,,,
45,STTD_1999-04-14 09:22:00,4/14/1999 9:22,4/14/1999,9:22:00,32,STTD,NA,CLR,NA,NA,NA,NA,NA,17.2,0.16,NA,NA,NA,NA,NA,10,Regular,405980,427611,Center,170,NA,NA,NA,NA,1999,4,Apr,NA,NA,7,STTDL 017,2656,C,Y,7.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
46,STTD_1999-04-14 09:22:00,4/14/1999 9:22,4/14/1999,9:22:00,32,STTD,NA,CLR,NA,NA,NA,NA,NA,17.2,0.16,NA,NA,NA,NA,NA,10,Regular,405980,427611,Center,170,NA,NA,NA,NA,1999,4,Apr,NA,NA,7,STTDL 017,2657,C,Y,6.699999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
47,STTD_1999-04-16 09:15:00,4/16/1999 9:15,4/16/1999,9:15:00,33,STTD,NA,CLR,NA,NA,NA,NA,NA,18.3,0.29,NA,NA,NA,NA,NA,10,Regular,427576,447635,Center,157.46,NA,NA,NA,NA,1999,4,Apr,NA,NA,81,STTD 018   Check label in bottle it may be marked wrong - IT DOES,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
48,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,18,LP,L,NA,NA,2,NA,Logperch,Percina macrolepida,NA,NA,NA,NA,,,,
49,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,19,PRS,L,NA,NA,2,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,,,,
50,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,20,C,Y/L,NA,NA,59,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
51,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,21,SASU,L,NA,NA,3,NA,Sacramento Sucker,Catostomus occidentalis,NA,NA,NA,NA,,,,
52,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2658,C,Y/L,5.699999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
53,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2659,C,Y/L,6.300000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
54,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2660,C,Y/L,6.400000095,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
55,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2661,C,Y/L,6.099999905,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
56,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2662,C,Y/L,6.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
57,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2663,C,Y/L,5.5,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
58,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2664,C,Y/L,5.800000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
59,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2665,C,Y/L,6,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
60,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2666,C,Y/L,6.300000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
61,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2667,C,Y/L,5.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
62,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2668,C,Y/L,5.800000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
63,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2669,C,Y/L,6,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
64,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2670,C,Y/L,6.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
65,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2671,C,Y/L,5.5,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
66,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2672,C,Y/L,6.300000191,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
67,STTD_1999-04-19 09:30:00,4/19/1999 9:30,4/19/1999,9:30:00,13,STTD,NA,CLR,NA,NA,NA,NA,NA,18.9,0.16,NA,NA,NA,NA,NA,13,Regular,447619,465176,Center,106,NA,NA,NA,NA,1999,4,Apr,NA,NA,8,c 550,2673,C,Y/L,6.199999809,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,,,,
